CA,TRIGGERTIME,INCIDENTTYPE,NUMSHOTS,LATITUDE,LONGITUDE
7D,2014-07-01 20:35:45.273,Multiple Gunshots,4,38.843,-76.979
7D,2014-07-01 20:29:46.130,Multiple Gunshots,2,38.845,-76.977
6D,2014-07-01 20:28:34.063,Gunshot/Firework,1,38.885,-76.926
7D,2014-07-01 20:28:04.880,Multiple Gunshots,3,38.843,-76.979
7D,2014-07-01 20:02:12.750,Multiple Gunshots,2,38.843,-76.979
7D,2014-07-01 20:01:16.777,Multiple Gunshots,3,38.843,-76.979
7D,2014-07-01 20:01:07.157,Multiple Gunshots,3,38.843,-76.979
7D,2014-07-01 19:44:30.997,Multiple Gunshots,2,38.86,-76.996
7D,2014-07-01 19:39:40.940,Multiple Gunshots,6,38.844,-76.977
7D,2014-07-01 19:03:40.153,Multiple Gunshots,2,38.86,-76.997
7D,2014-07-01 19:02:32.550,Multiple Gunshots,3,38.844,-76.978
7D,2014-07-01 18:52:50.577,Multiple Gunshots,2,38.824,-77.009
7D,2014-07-01 13:25:31.240,Multiple Gunshots,5,38.86,-76.998
7D,2014-07-01 12:45:43.187,Single Gunshot,1,38.847,-76.971
4D,2014-07-01 03:12:05.593,Single Gunshot,1,38.958,-77.017
4D,2014-07-01 02:23:14.623,Single Gunshot,1,38.943,-77.023
4D,2014-07-01 02:23:05.863,Single Gunshot,1,38.943,-77.023
4D,2014-07-01 02:23:01.077,Multiple Gunshots,2,38.943,-77.023
3D,2014-06-30 23:17:08.703,Gunshot/Firework,1,38.926,-77.024
4D,2014-06-30 22:58:28.747,Gunshot/Firework,2,38.927,-77.023
4D,2014-06-30 22:58:22.073,Gunshot/Firework,3,38.926,-77.024
6D,2014-06-30 22:58:13.583,Single Gunshot,1,38.894,-76.922
1D,2014-06-30 22:58:05.143,Single Gunshot,1,38.878,-77.014
3D,2014-06-30 22:15:42.627,Gunshot/Firework,4,38.924,-77.032
4D,2014-06-30 22:08:45.157,Gunshot/Firework,1,38.927,-77.024
7D,2014-06-30 21:39:32.157,Multiple Gunshots,2,38.842,-76.985
7D,2014-06-30 21:26:16.320,Multiple Gunshots,2,38.842,-76.986
7D,2014-06-30 21:24:37.877,Multiple Gunshots,2,38.86,-76.995
4D,2014-06-30 21:23:36.937,Gunshot/Firework,2,38.947,-77.025
7D,2014-06-30 21:23:21.987,Multiple Gunshots,4,38.84,-76.993
7D,2014-06-30 21:23:08.910,Multiple Gunshots,2,38.859,-76.997
7D,2014-06-30 21:22:20.550,Multiple Gunshots,6,38.827,-76.999
7D,2014-06-30 21:21:51.063,Single Gunshot,1,38.851,-76.97
7D,2014-06-30 21:21:42.277,Multiple Gunshots,2,38.851,-76.97
7D,2014-06-30 21:20:21.610,Multiple Gunshots,2,38.859,-76.997
7D,2014-06-30 21:19:27.293,Single Gunshot,1,38.825,-76.998
7D,2014-06-30 21:17:49.187,Multiple Gunshots,3,38.826,-76.999
7D,2014-06-30 21:16:57.927,Multiple Gunshots,2,38.859,-76.997
4D,2014-06-30 21:09:48.780,Gunshot/Firework,8,38.951,-77.013
7D,2014-06-30 21:06:09.357,Multiple Gunshots,14,38.826,-76.999
7D,2014-06-30 20:56:23.853,Multiple Gunshots,11,38.843,-76.978
4D,2014-06-30 20:32:08.933,Single Gunshot,1,38.953,-77.017
6D,2014-06-30 19:34:13.483,Gunshot/Firework,1,38.885,-76.954
7D,2014-06-30 19:25:24.180,Multiple Gunshots,3,38.844,-76.977
7D,2014-06-30 19:06:06.947,Multiple Gunshots,7,38.842,-76.985
7D,2014-06-30 19:02:30.837,Multiple Gunshots,2,38.844,-76.977
1D,2014-06-30 19:00:22.567,Gunshot/Firework,1,38.875,-77.012
7D,2014-06-30 18:58:55.153,Multiple Gunshots,3,38.844,-76.977
7D,2014-06-30 18:56:24.910,Multiple Gunshots,3,38.844,-76.977
7D,2014-06-30 18:56:14.937,Multiple Gunshots,4,38.844,-76.977
7D,2014-06-30 18:55:26.000,Gunshot/Firework,1,38.844,-76.977
7D,2014-06-30 18:52:19.670,Multiple Gunshots,3,38.844,-76.977
7D,2014-06-30 18:51:41.150,Multiple Gunshots,2,38.844,-76.977
7D,2014-06-30 18:51:23.447,Gunshot/Firework,11,38.844,-76.977
7D,2014-06-30 18:20:23.837,Single Gunshot,1,38.835,-76.989
7D,2014-06-30 18:09:22.170,Multiple Gunshots,3,38.836,-76.989
1D,2014-06-29 23:20:23.867,Single Gunshot,1,38.887,-76.962
7D,2014-06-29 21:31:19.487,Multiple Gunshots,5,38.844,-76.977
7D,2014-06-29 21:31:13.843,Multiple Gunshots,3,38.844,-76.978
5D,2014-06-29 21:31:02.110,Multiple Gunshots,2,38.903,-77.01
7D,2014-06-29 21:28:30.570,Multiple Gunshots,3,38.846,-76.973
7D,2014-06-29 21:25:00.227,Multiple Gunshots,2,38.845,-76.997
7D,2014-06-29 21:19:27.550,Multiple Gunshots,2,38.843,-76.979
7D,2014-06-29 21:19:14.290,Multiple Gunshots,3,38.843,-76.978
3D,2014-06-29 21:18:09.187,Gunshot/Firework,1,38.903,-77.009
7D,2014-06-29 21:05:43.997,Multiple Gunshots,2,38.843,-76.979
7D,2014-06-29 21:03:11.587,Single Gunshot,1,38.861,-76.979
7D,2014-06-29 20:33:35.553,Multiple Gunshots,2,38.845,-76.972
7D,2014-06-29 20:23:29.220,Multiple Gunshots,3,38.848,-76.978
7D,2014-06-29 20:11:05.627,Multiple Gunshots,2,38.845,-76.972
7D,2014-06-29 19:36:22.597,Multiple Gunshots,2,38.833,-76.996
7D,2014-06-29 19:17:45.830,Multiple Gunshots,3,38.847,-76.972
7D,2014-06-29 19:03:46.423,Multiple Gunshots,2,38.844,-76.978
7D,2014-06-29 19:03:25.937,Multiple Gunshots,8,38.846,-76.985
7D,2014-06-29 18:55:47.353,Multiple Gunshots,3,38.832,-76.997
7D,2014-06-29 18:47:46.403,Multiple Gunshots,3,38.835,-76.978
7D,2014-06-29 18:04:40.923,Multiple Gunshots,3,38.846,-76.972
6D,2014-06-29 17:37:49.283,Gunshot/Firework,1,38.872,-76.939
7D,2014-06-29 16:18:51.270,Multiple Gunshots,2,38.845,-76.972
7D,2014-06-29 16:13:22.790,Multiple Gunshots,3,38.848,-76.972
7D,2014-06-29 16:13:16.263,Gunshot/Firework,1,38.848,-76.972
7D,2014-06-29 15:52:29.910,Multiple Gunshots,5,38.844,-76.971
7D,2014-06-29 15:41:46.177,Multiple Gunshots,3,38.845,-76.972
7D,2014-06-29 15:41:25.703,Multiple Gunshots,4,38.847,-76.972
7D,2014-06-29 15:34:50.797,Multiple Gunshots,7,38.86,-76.997
7D,2014-06-29 15:31:45.247,Multiple Gunshots,3,38.846,-76.972
7D,2014-06-29 15:31:15.700,Multiple Gunshots,2,38.846,-76.972
7D,2014-06-29 15:00:08.663,Multiple Gunshots,2,38.846,-76.972
7D,2014-06-29 14:46:22.280,Multiple Gunshots,3,38.846,-76.972
4D,2014-06-29 14:43:28.050,Multiple Gunshots,2,38.952,-77.02
4D,2014-06-29 14:43:19.103,Gunshot/Firework,3,38.952,-77.02
4D,2014-06-29 14:43:11.663,Multiple Gunshots,2,38.952,-77.02
7D,2014-06-29 14:31:25.010,Multiple Gunshots,3,38.846,-76.972
7D,2014-06-29 13:23:41.420,Multiple Gunshots,3,38.847,-76.972
7D,2014-06-29 12:44:10.773,Multiple Gunshots,3,38.86,-76.998
6D,2014-06-29 12:17:56.830,Multiple Gunshots,3,38.876,-76.964
7D,2014-06-29 12:13:43.067,Multiple Gunshots,4,38.86,-76.997
4D,2014-06-29 05:06:03.340,Multiple Gunshots,14,38.954,-77.022
7D,2014-06-29 04:18:11.753,Multiple Gunshots,2,38.824,-77.005
6D,2014-06-29 01:26:07.103,Multiple Gunshots,3,38.885,-76.954
6D,2014-06-29 00:57:23.530,Multiple Gunshots,2,38.874,-76.929
6D,2014-06-29 00:51:11.243,Single Gunshot,1,38.856,-76.974
6D,2014-06-29 00:26:25.890,Single Gunshot,1,38.874,-76.929
3D,2014-06-29 00:23:18.397,Single Gunshot,1,38.924,-77.024
6D,2014-06-29 00:21:15.967,Single Gunshot,1,38.874,-76.929
6D,2014-06-29 00:16:37.097,Multiple Gunshots,3,38.896,-76.93
7D,2014-06-29 00:03:33.657,Multiple Gunshots,2,38.833,-76.996
6D,2014-06-28 23:41:56.977,Single Gunshot,1,38.9,-76.94
7D,2014-06-28 21:23:28.107,Single Gunshot,1,38.851,-76.968
7D,2014-06-28 19:34:55.717,Multiple Gunshots,2,38.838,-76.997
7D,2014-06-28 15:49:37.163,Multiple Gunshots,2,38.847,-76.972
7D,2014-06-28 11:45:39.393,Multiple Gunshots,2,38.845,-76.984
7D,2014-06-28 11:28:22.917,Multiple Gunshots,2,38.834,-76.991
7D,2014-06-28 11:27:56.503,Multiple Gunshots,2,38.833,-76.991
4D,2014-06-28 09:43:48.493,Multiple Gunshots,2,38.955,-77.02
6D,2014-06-28 09:14:18.077,Single Gunshot,1,38.876,-76.965
6D,2014-06-28 09:12:38.970,Single Gunshot,1,38.876,-76.965
7D,2014-06-28 04:15:49.447,Multiple Gunshots,3,38.844,-76.999
5D,2014-06-28 02:15:56.083,Multiple Gunshots,1,38.909,-77.005
3D,2014-06-28 01:57:37.690,Gunshot/Firework,1,38.94,-77.022
4D,2014-06-28 01:57:36.007,Gunshot/Firework,1,38.941,-77.022
3D,2014-06-28 01:57:17.587,Single Gunshot,1,38.939,-77.023
3D,2014-06-28 01:55:15.287,Gunshot/Firework,1,38.941,-77.021
4D,2014-06-28 01:55:06.873,Multiple Gunshots,7,38.941,-77.022
6D,2014-06-28 01:38:19.513,Gunshot/Firework,1,38.887,-76.933
7D,2014-06-28 01:31:49.887,Single Gunshot,1,38.831,-77.003
5D,2014-06-28 00:59:57.410,Gunshot/Firework,1,38.901,-76.975
6D,2014-06-28 00:19:51.420,Multiple Gunshots,8,38.887,-76.932
4D,2014-06-28 00:18:21.487,Single Gunshot,1,38.939,-77.031
7D,2014-06-28 00:11:41.950,Multiple Gunshots,2,38.864,-76.977
1D,2014-06-28 00:11:41.873,Multiple Gunshots,6,38.887,-76.98
7D,2014-06-28 00:11:35.517,Multiple Gunshots,3,38.864,-76.979
6D,2014-06-28 00:11:34.793,Multiple Gunshots,3,38.862,-76.974
6D,2014-06-28 00:11:24.333,Multiple Gunshots,3,38.864,-76.975
6D,2014-06-28 00:11:18.540,Multiple Gunshots,3,38.864,-76.976
7D,2014-06-27 23:51:31.800,Multiple Gunshots,8,38.853,-76.972
4D,2014-06-27 23:30:08.880,Single Gunshot,1,38.95,-77.022
7D,2014-06-27 23:09:15.567,Multiple Gunshots,3,38.849,-76.982
6D,2014-06-27 23:07:15.613,Single Gunshot,1,38.877,-76.932
1D,2014-06-27 23:01:35.993,Multiple Gunshots,9,38.874,-77.011
7D,2014-06-27 22:34:25.037,Multiple Gunshots,12,38.859,-76.997
6D,2014-06-27 22:26:15.480,Single Gunshot,1,38.884,-76.957
7D,2014-06-27 22:25:24.700,Multiple Gunshots,2,38.847,-76.974
7D,2014-06-27 22:25:07.707,Multiple Gunshots,2,38.847,-76.973
6D,2014-06-27 21:49:09.000,Single Gunshot,1,38.9,-76.936
7D,2014-06-27 21:43:14.630,Multiple Gunshots,2,38.847,-76.973
7D,2014-06-27 21:42:26.397,Multiple Gunshots,2,38.847,-76.973
7D,2014-06-27 21:33:54.877,Multiple Gunshots,2,38.847,-76.973
7D,2014-06-27 21:29:39.680,Multiple Gunshots,6,38.847,-76.973
7D,2014-06-27 21:28:05.070,Multiple Gunshots,5,38.856,-76.974
7D,2014-06-27 21:24:01.627,Multiple Gunshots,5,38.827,-76.999
6D,2014-06-27 21:06:28.873,Multiple Gunshots,3,38.893,-76.913
7D,2014-06-27 20:59:24.737,Multiple Gunshots,5,38.827,-76.999
7D,2014-06-27 20:47:12.903,Multiple Gunshots,4,38.856,-76.973
6D,2014-06-27 20:29:10.127,Multiple Gunshots,9,38.883,-76.959
7D,2014-06-27 20:07:31.620,Multiple Gunshots,2,38.849,-76.974
7D,2014-06-27 19:50:33.247,Single Gunshot,1,38.84,-76.988
7D,2014-06-27 19:50:29.133,Multiple Gunshots,2,38.84,-76.989
1D,2014-06-27 19:14:44.707,Single Gunshot,1,38.896,-76.978
6D,2014-06-27 18:26:25.593,Single Gunshot,1,38.887,-76.951
6D,2014-06-27 18:18:55.920,Multiple Gunshots,2,38.887,-76.948
7D,2014-06-27 16:46:12.367,Multiple Gunshots,5,38.848,-76.971
7D,2014-06-27 15:06:07.970,Multiple Gunshots,5,38.831,-77.006
7D,2014-06-27 12:01:32.833,Multiple Gunshots,2,38.848,-76.97
7D,2014-06-27 12:01:08.527,Multiple Gunshots,2,38.848,-76.97
7D,2014-06-27 10:04:14.553,Multiple Gunshots,2,38.869,-76.994
7D,2014-06-27 10:03:49.407,Multiple Gunshots,2,38.869,-76.994
7D,2014-06-27 10:03:39.560,Multiple Gunshots,2,38.869,-76.994
6D,2014-06-27 03:25:54.313,Single Gunshot,1,38.873,-76.977
6D,2014-06-27 03:07:28.933,Single Gunshot,1,38.894,-76.922
6D,2014-06-27 00:53:08.277,Multiple Gunshots,2,38.91,-76.936
4D,2014-06-27 00:52:22.367,Single Gunshot,1,38.946,-77.02
6D,2014-06-27 00:50:27.517,Single Gunshot,1,38.899,-76.943
6D,2014-06-27 00:20:55.537,Multiple Gunshots,6,38.876,-76.926
4D,2014-06-27 00:17:35.953,Single Gunshot,1,38.955,-77.022
7D,2014-06-26 23:48:38.937,Multiple Gunshots,3,38.827,-77.007
6D,2014-06-26 23:47:12.420,Multiple Gunshots,5,38.887,-76.917
6D,2014-06-26 23:45:27.663,Single Gunshot,1,38.9,-76.94
5D,2014-06-26 23:28:00.013,Single Gunshot,1,38.922,-76.99
7D,2014-06-26 23:13:56.747,Multiple Gunshots,1,38.843,-76.986
7D,2014-06-26 23:13:35.003,Multiple Gunshots,2,38.848,-76.97
7D,2014-06-26 23:13:26.813,Multiple Gunshots,3,38.848,-76.97
7D,2014-06-26 23:13:25.980,Multiple Gunshots,1,38.848,-76.969
7D,2014-06-26 23:13:21.593,Multiple Gunshots,5,38.848,-76.97
5D,2014-06-26 22:58:54.417,Multiple Gunshots,5,38.902,-76.994
6D,2014-06-26 22:56:50.110,Multiple Gunshots,2,38.872,-76.966
7D,2014-06-26 22:31:40.267,Single Gunshot,1,38.826,-76.999
7D,2014-06-26 22:29:05.893,Multiple Gunshots,2,38.848,-76.971
7D,2014-06-26 22:28:50.147,Multiple Gunshots,6,38.848,-76.971
7D,2014-06-26 22:12:25.020,Multiple Gunshots,6,38.844,-76.984
3D,2014-06-26 21:41:09.210,Single Gunshot,1,38.931,-77.039
7D,2014-06-26 21:39:57.597,Multiple Gunshots,2,38.838,-76.998
7D,2014-06-26 21:35:53.793,Multiple Gunshots,3,38.838,-76.997
4D,2014-06-26 21:32:53.153,Gunshot/Firework,1,38.956,-77.029
7D,2014-06-26 21:12:42.290,Multiple Gunshots,2,38.856,-76.973
7D,2014-06-26 21:11:12.573,Multiple Gunshots,2,38.839,-76.997
7D,2014-06-26 21:07:42.890,Multiple Gunshots,3,38.855,-76.974
7D,2014-06-26 20:58:04.050,Multiple Gunshots,9,38.84,-76.988
7D,2014-06-26 20:58:01.220,Multiple Gunshots,6,38.84,-76.989
7D,2014-06-26 20:56:08.460,Multiple Gunshots,2,38.857,-76.974
7D,2014-06-26 20:56:01.373,Multiple Gunshots,4,38.863,-76.976
7D,2014-06-26 20:55:49.133,Multiple Gunshots,9,38.863,-76.975
7D,2014-06-26 20:52:11.760,Multiple Gunshots,8,38.827,-76.999
7D,2014-06-26 20:49:47.963,Multiple Gunshots,3,38.836,-77.002
7D,2014-06-26 20:06:00.713,Multiple Gunshots,4,38.846,-76.971
6D,2014-06-26 19:50:06.530,Gunshot/Firework,1,38.893,-76.955
7D,2014-06-26 19:08:53.063,Multiple Gunshots,4,38.824,-76.998
7D,2014-06-26 16:37:24.950,Gunshot/Firework,1,38.83,-76.998
6D,2014-06-26 12:43:49.660,Single Gunshot,1,38.886,-76.946
7D,2014-06-26 12:18:52.170,Single Gunshot,1,38.856,-76.972
6D,2014-06-26 02:58:27.720,Single Gunshot,1,38.893,-76.936
6D,2014-06-26 02:57:02.217,Single Gunshot,1,38.892,-76.928
5D,2014-06-25 23:22:28.570,Gunshot/Firework,1,38.907,-76.987
5D,2014-06-25 22:55:43.610,Gunshot/Firework,1,38.911,-76.984
6D,2014-06-25 22:51:54.853,Single Gunshot,1,38.911,-76.937
5D,2014-06-25 22:13:43.817,Single Gunshot,1,38.905,-76.966
7D,2014-06-25 21:40:05.303,Gunshot/Firework,2,38.827,-76.999
7D,2014-06-25 21:39:13.913,Multiple Gunshots,2,38.854,-76.972
7D,2014-06-25 21:18:50.880,Multiple Gunshots,2,38.826,-76.999
6D,2014-06-25 20:30:19.250,Gunshot/Firework,1,38.897,-76.92
6D,2014-06-25 20:20:46.043,Gunshot/Firework,1,38.876,-76.93
6D,2014-06-25 20:17:03.383,Multiple Gunshots,2,38.858,-76.97
7D,2014-06-25 20:16:03.520,Single Gunshot,1,38.854,-76.971
7D,2014-06-25 20:15:36.437,Multiple Gunshots,2,38.854,-76.971
7D,2014-06-25 20:10:45.020,Multiple Gunshots,2,38.831,-76.997
7D,2014-06-25 19:57:34.310,Multiple Gunshots,2,38.833,-76.995
7D,2014-06-25 19:55:35.963,Multiple Gunshots,2,38.831,-76.997
7D,2014-06-25 19:55:28.393,Multiple Gunshots,2,38.832,-76.996
7D,2014-06-25 19:24:17.793,Multiple Gunshots,3,38.827,-76.999
6D,2014-06-25 18:53:38.557,Multiple Gunshots,2,38.879,-76.923
6D,2014-06-25 18:53:29.840,Multiple Gunshots,2,38.876,-76.92
6D,2014-06-25 17:34:01.667,Single Gunshot,1,38.902,-76.929
6D,2014-06-25 16:24:29.570,Multiple Gunshots,6,38.877,-76.921
6D,2014-06-25 16:24:19.273,Multiple Gunshots,3,38.876,-76.92
5D,2014-06-25 11:25:39.880,Multiple Gunshots,4,38.912,-77.002
5D,2014-06-25 03:19:30.283,Single Gunshot,1,38.913,-77.002
5D,2014-06-25 02:18:41.907,Single Gunshot,1,38.913,-76.985
6D,2014-06-25 00:27:08.353,Single Gunshot,1,38.905,-76.934
7D,2014-06-25 00:25:52.247,Multiple Gunshots,5,38.844,-76.975
3D,2014-06-24 22:12:02.110,Single Gunshot,1,38.938,-77.019
7D,2014-06-24 22:11:27.990,Multiple Gunshots,4,38.824,-77.007
7D,2014-06-24 21:57:29.523,Multiple Gunshots,3,38.843,-76.985
6D,2014-06-24 21:35:43.970,Multiple Gunshots,2,38.887,-76.95
7D,2014-06-24 21:23:21.843,Single Gunshot,1,38.833,-76.99
6D,2014-06-24 21:18:20.450,Multiple Gunshots,5,38.896,-76.937
7D,2014-06-24 21:05:36.837,Multiple Gunshots,8,38.842,-76.986
7D,2014-06-24 20:56:49.750,Gunshot/Firework,1,38.832,-77.002
7D,2014-06-24 20:56:22.893,Multiple Gunshots,3,38.858,-76.991
7D,2014-06-24 20:53:26.773,Multiple Gunshots,5,38.831,-76.998
6D,2014-06-24 20:39:52.183,Gunshot/Firework,2,38.864,-76.974
7D,2014-06-24 20:39:31.387,Multiple Gunshots,9,38.864,-76.978
6D,2014-06-24 19:52:27.547,Gunshot/Firework,1,38.882,-76.926
7D,2014-06-24 11:36:42.707,Single Gunshot,1,38.844,-76.993
7D,2014-06-24 09:24:01.103,Multiple Gunshots,2,38.831,-76.997
7D,2014-06-24 03:15:32.177,Multiple Gunshots,7,38.848,-77.001
7D,2014-06-24 00:01:54.753,Multiple Gunshots,2,38.844,-76.984
7D,2014-06-23 23:52:15.717,Multiple Gunshots,2,38.843,-76.986
7D,2014-06-23 22:42:51.127,Multiple Gunshots,1,38.844,-76.999
7D,2014-06-23 21:23:47.160,Single Gunshot,1,38.843,-76.978
5D,2014-06-23 21:09:26.733,Gunshot/Firework,1,38.901,-76.974
7D,2014-06-23 21:01:10.830,Multiple Gunshots,3,38.844,-76.977
7D,2014-06-23 21:01:00.700,Multiple Gunshots,3,38.844,-76.977
7D,2014-06-23 20:52:06.757,Multiple Gunshots,3,38.864,-76.974
6D,2014-06-23 20:52:03.887,Multiple Gunshots,4,38.864,-76.974
6D,2014-06-23 20:51:53.333,Multiple Gunshots,2,38.864,-76.975
7D,2014-06-23 20:51:50.580,Multiple Gunshots,4,38.863,-76.982
7D,2014-06-23 19:57:08.767,Multiple Gunshots,2,38.833,-76.997
7D,2014-06-23 17:44:20.657,Multiple Gunshots,3,38.837,-76.989
6D,2014-06-23 08:42:10.250,Multiple Gunshots,2,38.889,-76.951
7D,2014-06-23 02:00:23.540,Multiple Gunshots,4,38.835,-76.996
7D,2014-06-23 01:14:50.973,Multiple Gunshots,3,38.853,-76.965
4D,2014-06-23 00:00:28.207,Gunshot/Firework,1,38.952,-77.025
7D,2014-06-22 23:24:30.127,Multiple Gunshots,13,38.844,-76.978
6D,2014-06-22 23:05:22.523,Single Gunshot,1,38.877,-76.932
1D,2014-06-22 22:49:15.003,Gunshot/Firework,5,38.9,-76.972
1D,2014-06-22 22:49:03.290,Multiple Gunshots,4,38.9,-76.972
5D,2014-06-22 22:49:03.137,Multiple Gunshots,2,38.9,-76.972
6D,2014-06-22 22:48:34.053,Multiple Gunshots,3,38.898,-76.964
5D,2014-06-22 22:22:46.187,Gunshot/Firework,2,38.92,-76.983
7D,2014-06-22 21:57:29.287,Multiple Gunshots,8,38.847,-76.977
7D,2014-06-22 21:43:19.337,Multiple Gunshots,6,38.832,-76.997
7D,2014-06-22 21:40:44.277,Multiple Gunshots,2,38.826,-76.999
7D,2014-06-22 21:36:57.670,Multiple Gunshots,2,38.826,-76.999
7D,2014-06-22 21:35:01.890,Multiple Gunshots,7,38.864,-76.974
6D,2014-06-22 21:07:52.203,Multiple Gunshots,3,38.859,-76.965
7D,2014-06-22 21:07:26.833,Multiple Gunshots,2,38.842,-76.986
7D,2014-06-22 19:22:18.383,Multiple Gunshots,3,38.831,-76.997
3D,2014-06-22 18:21:44.260,Gunshot/Firework,1,38.936,-77.03
1D,2014-06-22 15:46:16.130,Single Gunshot,1,38.875,-77.012
6D,2014-06-22 15:27:49.233,Multiple Gunshots,7,38.884,-76.953
7D,2014-06-22 03:44:42.197,Multiple Gunshots,2,38.827,-77.002
6D,2014-06-22 03:34:25.287,Single Gunshot,1,38.904,-76.951
3D,2014-06-22 03:02:37.720,Multiple Gunshots,10,38.914,-77.016
6D,2014-06-22 02:27:30.463,Single Gunshot,1,38.884,-76.928
7D,2014-06-22 00:40:04.583,Multiple Gunshots,4,38.834,-76.988
7D,2014-06-22 00:38:25.120,Multiple Gunshots,3,38.832,-77.006
6D,2014-06-22 00:35:37.253,Single Gunshot,1,38.888,-76.915
6D,2014-06-22 00:31:51.690,Multiple Gunshots,8,38.91,-76.937
7D,2014-06-22 00:06:02.807,Multiple Gunshots,5,38.854,-76.971
6D,2014-06-21 23:18:30.343,Single Gunshot,1,38.886,-76.957
1D,2014-06-21 22:59:18.050,Single Gunshot,1,38.892,-76.965
6D,2014-06-21 22:23:31.993,Gunshot/Firework,1,38.884,-76.922
6D,2014-06-21 21:50:38.413,Gunshot/Firework,1,38.894,-76.923
7D,2014-06-21 21:30:36.010,Gunshot/Firework,1,38.859,-76.992
7D,2014-06-21 21:16:19.737,Single Gunshot,1,38.843,-76.98
7D,2014-06-21 21:15:05.397,Multiple Gunshots,6,38.856,-76.972
7D,2014-06-21 20:45:47.853,Gunshot/Firework,2,38.858,-76.965
7D,2014-06-21 20:45:41.133,Multiple Gunshots,2,38.842,-76.986
7D,2014-06-21 20:40:49.947,Multiple Gunshots,9,38.856,-76.972
7D,2014-06-21 20:39:15.423,Multiple Gunshots,8,38.856,-76.972
7D,2014-06-21 20:29:30.457,Multiple Gunshots,3,38.829,-77.004
7D,2014-06-21 20:17:38.567,Multiple Gunshots,2,38.829,-77.004
1D,2014-06-21 19:15:00.040,Single Gunshot,1,38.899,-76.985
7D,2014-06-21 19:06:26.413,Multiple Gunshots,3,38.855,-76.973
7D,2014-06-21 19:01:55.190,Multiple Gunshots,4,38.856,-76.973
6D,2014-06-21 16:02:40.137,Multiple Gunshots,2,38.883,-76.955
1D,2014-06-21 15:06:54.833,Multiple Gunshots,3,38.886,-76.973
6D,2014-06-21 15:06:53.850,Multiple Gunshots,5,38.882,-76.968
7D,2014-06-21 13:26:49.417,Single Gunshot,1,38.854,-76.99
3D,2014-06-21 03:36:12.407,Multiple Gunshots,3,38.919,-77.038
1D,2014-06-21 03:19:20.997,Multiple Gunshots,3,38.905,-76.993
5D,2014-06-21 03:19:16.573,Gunshot/Firework,1,38.913,-76.997
5D,2014-06-21 03:19:14.443,Gunshot/Firework,1,38.896,-76.99
5D,2014-06-21 03:09:47.247,Single Gunshot,1,38.905,-76.994
7D,2014-06-21 02:54:50.547,Multiple Gunshots,6,38.856,-76.991
7D,2014-06-21 02:54:38.517,Multiple Gunshots,6,38.856,-76.991
6D,2014-06-21 02:50:48.637,Multiple Gunshots,6,38.901,-76.931
6D,2014-06-21 02:22:08.000,Single Gunshot,1,38.886,-76.951
7D,2014-06-21 01:35:08.570,Gunshot/Firework,6,38.843,-76.985
7D,2014-06-21 00:29:13.533,Multiple Gunshots,2,38.842,-76.987
6D,2014-06-20 23:53:58.147,Single Gunshot,1,38.903,-76.95
6D,2014-06-20 23:45:15.140,Single Gunshot,1,38.894,-76.922
7D,2014-06-20 23:43:20.317,Multiple Gunshots,6,38.844,-76.998
5D,2014-06-20 23:26:09.803,Multiple Gunshots,2,38.9,-76.976
7D,2014-06-20 23:10:36.537,Multiple Gunshots,4,38.844,-76.981
7D,2014-06-20 23:07:22.877,Multiple Gunshots,3,38.843,-76.986
4D,2014-06-20 22:14:11.493,Multiple Gunshots,7,38.951,-77.026
1D,2014-06-20 22:13:35.070,Single Gunshot,1,38.898,-76.974
4D,2014-06-20 22:11:39.977,Gunshot/Firework,2,38.956,-77.024
6D,2014-06-20 22:00:55.113,Gunshot/Firework,2,38.889,-76.952
7D,2014-06-20 21:57:44.033,Multiple Gunshots,3,38.843,-76.985
7D,2014-06-20 21:55:48.240,Multiple Gunshots,2,38.842,-76.986
5D,2014-06-20 21:46:42.463,Single Gunshot,1,38.904,-76.984
1D,2014-06-20 21:46:30.423,Multiple Gunshots,8,38.899,-76.973
5D,2014-06-20 21:46:30.423,Multiple Gunshots,11,38.899,-76.973
5D,2014-06-20 21:45:08.813,Multiple Gunshots,4,38.899,-76.973
6D,2014-06-20 21:41:12.117,Multiple Gunshots,4,38.892,-76.919
6D,2014-06-20 21:40:27.103,Gunshot/Firework,1,38.882,-76.924
7D,2014-06-20 21:27:52.627,Multiple Gunshots,3,38.848,-76.972
6D,2014-06-20 21:10:02.187,Gunshot/Firework,1,38.884,-76.925
7D,2014-06-20 20:59:44.237,Gunshot/Firework,2,38.834,-76.987
7D,2014-06-20 20:59:35.450,Multiple Gunshots,4,38.834,-76.987
7D,2014-06-20 20:56:43.217,Multiple Gunshots,2,38.834,-76.987
7D,2014-06-20 20:56:41.847,Multiple Gunshots,2,38.834,-76.987
7D,2014-06-20 20:56:37.483,Multiple Gunshots,3,38.834,-76.987
7D,2014-06-20 20:56:31.013,Multiple Gunshots,3,38.834,-76.987
1D,2014-06-20 20:28:37.913,Gunshot/Firework,1,38.899,-76.985
7D,2014-06-20 17:12:35.097,Multiple Gunshots,2,38.849,-76.973
7D,2014-06-20 17:12:28.503,Multiple Gunshots,2,38.849,-76.973
7D,2014-06-20 10:47:51.363,Multiple Gunshots,7,38.833,-76.991
6D,2014-06-20 09:24:53.610,Multiple Gunshots,7,38.905,-76.947
