"","STREETSEGID","freq"
"4810",6871,56
"4811",6873,4
"4812",6874,648
"4813",6876,1
"4814",6877,9
"4815",6878,253
"4816",6880,613
"4817",6882,110
"4818",6883,898
"4819",6885,145
"4820",6886,122
"4821",6887,29
"4822",6888,224
"4823",6890,260
"4824",6891,23
"4825",6892,156
"4826",6893,233
"4827",6894,350
"4828",6895,487
"4829",6896,2
"4830",6897,5
"4831",6898,6
"4832",6900,1
"4833",6903,278
"4834",6905,17
"4835",6906,8
"4836",6907,54
"4837",6908,4573
"4838",6909,4
"4839",6910,99
"4840",6911,265
"4841",6912,51
"4842",6913,19
"4843",6915,5
"4844",6916,10
"4845",6918,6
"4846",6919,2
"4847",6921,24
"4848",6922,19
"4849",6923,79
"4850",6924,2022
"4851",6925,526
"4852",6926,14
"4853",6927,2
"4854",6929,14
"4855",6930,568
"4856",6931,1655
"4857",6932,14
"4858",6935,1
"4859",6938,30
"4860",6941,1041
"4861",6942,69
"4862",6943,121
"4863",6944,5
"4864",6946,9
"4865",6947,148
"4866",6949,46
"4867",6950,87
"4868",6951,50
"4869",6952,17
"4870",6953,22
"4871",6955,8
"4872",6956,1
"4873",6957,28
"4874",6959,33
"4875",6960,33
"4876",6963,4
"4877",6964,32
"4878",6966,4
"4879",6967,8
"4880",6971,3
"4881",6972,25
"4882",6973,76
"4883",6975,70
"4884",6977,5
"4885",6978,77
"4886",6979,8
"4887",6980,65
"4888",6981,104
"4889",6982,6
"4890",6983,18
"4891",6984,191
"4892",6985,79
"4893",6986,943
"4894",6987,2
"4895",6988,67
"4896",6990,6
"4897",6991,13
"4898",6992,1558
"4899",6995,299
"4900",6997,381
"4901",7000,3
"4902",7001,37
"4903",7003,18
"4904",7004,211
"4905",7005,194
"4906",7006,61
"4907",7008,2
"4908",7009,1300
"4909",7010,66
"4910",7011,183
"4911",7012,1342
"4912",7013,43
"4913",7014,881
"4914",7015,275
"4915",7016,3
"4916",7017,197
"4917",7018,22
"4918",7019,48
"4919",7020,133
"4920",7021,129
"4921",7022,18
"4922",7023,318
"4923",7024,173
"4924",7025,283
"4925",7028,1
"4926",7029,6
"4927",7032,52
"4928",7033,1
"4929",7034,5
"4930",7035,2523
"4931",7036,11
"4932",7037,2
"4933",7038,4
"4934",7040,2
"4935",7041,4
"4936",7042,8
"4937",7043,15
"4938",7046,348
"4939",7047,12
"4940",7048,59
"4941",7051,5
"4942",7052,365
"4943",7053,2
"4944",7054,9
"4945",7056,813
"4946",7057,506
"4947",7058,49
"4948",7059,175
"4949",7061,1049
"4950",7062,208
"4951",7064,3
"4952",7067,2
"4953",7070,272
"4954",7071,4
"4955",7072,2381
"4956",7073,25
"4957",7074,735
"4958",7075,73
"4959",7076,226
"4960",7077,81
"4961",7082,160
"4962",7085,6
"4963",7087,4
"4964",7088,4
"4965",7089,4
"4966",7091,360
"4967",7092,19
"4968",7093,4
"4969",7094,12
"4970",7095,664
"4971",7096,2
"4972",7097,245
"4973",7098,69
"4974",7099,465
"4975",7100,20
"4976",7103,19
"4977",7107,2
"4978",7108,15
"4979",7109,6
"4980",7111,2
"4981",7113,4
"4982",7114,28
"4983",7115,37
"4984",7116,37
"4985",7118,778
"4986",7121,1468
"4987",7124,3
"4988",7127,147
"4989",7128,6
"4990",7131,22
"4991",7135,2
"4992",7136,157
"4993",7137,186
"4994",7138,295
"4995",7139,664
"4996",7141,24
"4997",7142,23
"4998",7143,57
"4999",7145,510
"5000",7146,4383
"5001",7147,768
"5002",7148,110
"5003",7150,101
"5004",7151,12
"5005",7153,85
"5006",7155,1
"5007",7156,403
"5008",7157,82
"5009",7158,1579
"5010",7159,3225
"5011",7161,61
"5012",7163,385
"5013",7164,3
"5014",7165,185
"5015",7167,37
"5016",7170,5
"5017",7171,103
"5018",7173,405
"5019",7174,4
"5020",7175,41
"5021",7176,126
"5022",7178,11
"5023",7179,7
"5024",7180,255
"5025",7181,1
"5026",7183,245
"5027",7185,17
"5028",7186,39
"5029",7187,1080
"5030",7189,11
"5031",7193,76
"5032",7195,41
"5033",7196,29
"5034",7197,401
"5035",7199,9
"5036",7200,2043
"5037",7201,2
"5038",7202,32
"5039",7203,23
"5040",7204,257
"5041",7206,499
"5042",7208,51
"5043",7210,77
"5044",7211,14
"5045",7212,512
"5046",7213,2
"5047",7215,79
"5048",7216,486
"5049",7219,110
"5050",7220,229
"5051",7221,156
"5052",7223,279
"5053",7224,86
"5054",7225,27
"5055",7226,232
"5056",7228,36
"5057",7229,22
"5058",7230,11
"5059",7231,320
"5060",7232,87
"5061",7233,8
"5062",7234,38
"5063",7237,415
"5064",7240,275
"5065",7241,41
"5066",7242,1770
"5067",7244,29
"5068",7246,4
"5069",7247,2
"5070",7248,359
"5071",7249,6
"5072",7251,59
"5073",7253,13
"5074",7254,13
"5075",7255,27
"5076",7257,584
"5077",7258,20
"5078",7261,50
"5079",7262,1922
"5080",7263,2
"5081",7264,6
"5082",7266,148
"5083",7268,434
"5084",7269,14
"5085",7270,11
"5086",7271,76
"5087",7274,17
"5088",7275,691
"5089",7276,16
"5090",7277,13
"5091",7280,12
"5092",7281,34
"5093",7282,6
"5094",7283,334
"5095",7284,193
"5096",7285,873
"5097",7286,6
"5098",7287,123
"5099",7288,158
"5100",7292,4
"5101",7293,12
"5102",7295,36
"5103",7296,4
"5104",7297,69
"5105",7299,144
"5106",7300,19
"5107",7302,204
"5108",7305,169
"5109",7306,146
"5110",7307,2
"5111",7308,12
"5112",7309,17
"5113",7312,38
"5114",7314,462
"5115",7317,113
"5116",7319,16
"5117",7320,6
"5118",7321,6
"5119",7324,25
"5120",7325,73
"5121",7326,391
"5122",7329,86
"5123",7332,15
"5124",7333,71
"5125",7334,50
"5126",7335,17
"5127",7336,242
"5128",7339,65
"5129",7342,7
"5130",7344,19
"5131",7345,62
"5132",7346,60
"5133",7347,1
"5134",7348,44
"5135",7349,14
"5136",7351,23
"5137",7352,17
"5138",7353,2
"5139",7355,203
"5140",7356,26
"5141",7357,2
"5142",7359,330
"5143",7361,152
"5144",7362,56
"5145",7363,533
"5146",7365,8
"5147",7369,282
"5148",7370,38
"5149",7371,505
"5150",7372,11
"5151",7374,4
"5152",7375,51
"5153",7379,4192
"5154",7380,22
"5155",7381,7
"5156",7384,37
"5157",7385,33
"5158",7386,9
"5159",7387,4
"5160",7388,173
"5161",7390,443
"5162",7391,14
"5163",7392,6
"5164",7395,3439
"5165",7396,1613
"5166",7399,337
"5167",7400,1820
"5168",7401,60
"5169",7404,17
"5170",7407,30
"5171",7411,2
"5172",7412,11
"5173",7413,26
"5174",7414,16
"5175",7415,88
"5176",7416,22
"5177",7417,11
"5178",7419,39
"5179",7420,378
"5180",7421,22
"5181",7423,54
"5182",7424,353
"5183",7425,14
"5184",7429,407
"5185",7430,11
"5186",7433,29
"5187",7435,193
"5188",7436,749
"5189",7437,88
"5190",7438,170
"5191",7439,12
"5192",7440,11
"5193",7443,1053
"5194",7444,1
"5195",7446,47
"5196",7447,52
"5197",7449,2
"5198",7452,120
"5199",7453,147
"5200",7454,18
"5201",7455,22
"5202",7456,180
"5203",7458,15
"5204",7459,4
"5205",7460,66
"5206",7461,6
"5207",7468,36
"5208",7470,2
"5209",7471,46
"5210",7472,4
"5211",7474,974
"5212",7475,170
"5213",7476,59
"5214",7477,170
"5215",7478,5
"5216",7479,92
"5217",7481,255
"5218",7482,123
"5219",7483,1111
"5220",7484,725
"5221",7485,13
"5222",7487,85
"5223",7488,10
"5224",7491,2191
"5225",7492,38
"5226",7495,156
"5227",7496,1
"5228",7498,884
"5229",7499,22
"5230",7500,80
"5231",7501,109
"5232",7502,198
"5233",7504,862
"5234",7506,16
"5235",7507,14
"5236",7508,63
"5237",7511,461
"5238",7512,4
"5239",7513,8
"5240",7515,1377
"5241",7516,23
"5242",7517,22
"5243",7521,149
"5244",7522,25
"5245",7523,15
"5246",7524,27
"5247",7525,2
"5248",7527,1991
"5249",7528,394
"5250",7529,99
"5251",7530,464
"5252",7531,1
"5253",7532,53
"5254",7535,16
"5255",7536,38
"5256",7538,5
"5257",7539,285
"5258",7541,2
"5259",7542,10
"5260",7543,68
"5261",7544,24
"5262",7545,133
"5263",7546,13
"5264",7550,33
"5265",7553,20
"5266",7554,7
"5267",7556,884
"5268",7557,40
"5269",7559,401
"5270",7560,2
"5271",7561,2
"5272",7566,389
"5273",7567,5
"5274",7568,18
"5275",7570,77
"5276",7571,12
"5277",7572,18
"5278",7573,4
"5279",7575,324
"5280",7576,2
"5281",7578,41
"5282",7580,4
"5283",7581,177
"5284",7582,8
"5285",7583,2
"5286",7585,230
"5287",7587,2
"5288",7588,68
"5289",7592,1305
"5290",7594,104
"5291",7595,1109
"5292",7597,20
"5293",7599,1431
"5294",7600,41
"5295",7601,632
"5296",7602,38
"5297",7603,2
"5298",7605,10
"5299",7607,1
"5300",7608,29
"5301",7610,4
"5302",7611,4634
"5303",7615,3
"5304",7618,107
"5305",7620,8
"5306",7627,17
"5307",7629,90
"5308",7630,3
"5309",7632,25
"5310",7633,12
"5311",7634,2288
"5312",7635,8
"5313",7636,151
"5314",7637,2202
"5315",7638,244
"5316",7639,848
"5317",7640,5
"5318",7641,246
"5319",7642,84
"5320",7643,1425
"5321",7644,89
"5322",7645,153
"5323",7646,41
"5324",7647,7
"5325",7648,4
"5326",7649,1347
"5327",7650,157
"5328",7653,210
"5329",7654,2375
"5330",7655,75
"5331",7656,4
"5332",7659,137
"5333",7662,6
"5334",7663,3
"5335",7664,205
"5336",7666,23
"5337",7667,247
"5338",7668,3
"5339",7669,3
"5340",7670,40
"5341",7671,8
"5342",7672,17
"5343",7674,7
"5344",7675,37
"5345",7676,2051
"5346",7678,109
"5347",7679,6
"5348",7680,902
"5349",7682,87
"5350",7683,1169
"5351",7684,11
"5352",7685,15
"5353",7686,52
"5354",7687,524
"5355",7688,685
"5356",7689,39
"5357",7690,6
"5358",7691,24
"5359",7692,982
"5360",7695,2
"5361",7697,586
"5362",7701,32
"5363",7702,20
"5364",7703,11
"5365",7704,354
"5366",7705,13
"5367",7706,69
"5368",7707,1501
"5369",7708,14
"5370",7709,255
"5371",7711,67
"5372",7712,219
"5373",7714,6
"5374",7715,6057
"5375",7717,15
"5376",7719,730
"5377",7720,4
"5378",7721,443
"5379",7724,32
"5380",7725,3345
"5381",7726,94
"5382",7727,97
"5383",7729,22
"5384",7732,10
"5385",7733,4
"5386",7735,32
"5387",7736,10
"5388",7738,493
"5389",7741,1
"5390",7742,225
"5391",7743,19
"5392",7744,695
"5393",7745,2603
"5394",7747,56
"5395",7749,560
"5396",7751,357
"5397",7752,10
"5398",7753,8
"5399",7754,91
"5400",7755,4
"5401",7756,26
"5402",7757,135
"5403",7758,141
"5404",7759,721
"5405",7763,40
"5406",7764,20
"5407",7765,5
"5408",7766,8
"5409",7767,1243
"5410",7769,39
"5411",7771,130
"5412",7773,530
"5413",7774,142
"5414",7775,2071
"5415",7776,207
"5416",7780,73
"5417",7781,61
"5418",7782,712
"5419",7783,6
"5420",7784,1676
"5421",7785,98
"5422",7786,3
"5423",7789,91
"5424",7790,633
"5425",7791,1
"5426",7796,223
"5427",7798,1
"5428",7799,211
"5429",7804,1
"5430",7808,353
"5431",7809,3198
"5432",7810,8
"5433",7811,37
"5434",7812,44
"5435",7813,76
"5436",7815,1852
"5437",7816,1010
"5438",7817,34
"5439",7818,10
"5440",7819,1613
"5441",7820,91
"5442",7821,42
"5443",7822,6521
"5444",7824,244
"5445",7828,211
"5446",7829,2
"5447",7830,306
"5448",7831,105
"5449",7832,247
"5450",7833,63
"5451",7834,183
"5452",7835,377
"5453",7836,35
"5454",7837,106
"5455",7838,21
"5456",7839,40
"5457",7840,510
"5458",7841,1650
"5459",7842,11
"5460",7843,2
"5461",7845,2
"5462",7847,295
"5463",7848,123
"5464",7850,290
"5465",7851,155
"5466",7853,16
"5467",7855,56
"5468",7856,58
"5469",7857,77
"5470",7858,5618
"5471",7859,78
"5472",7861,322
"5473",7862,46
"5474",7863,18
"5475",7864,26
"5476",7866,54
"5477",7869,6
"5478",7870,67
"5479",7871,15
"5480",7872,35
"5481",7874,79
"5482",7876,1124
"5483",7879,67
"5484",7882,4
"5485",7883,4
"5486",7884,182
"5487",7885,309
"5488",7886,6
"5489",7887,1220
"5490",7888,109
"5491",7890,72
"5492",7891,6
"5493",7892,92
"5494",7893,18
"5495",7894,120
"5496",7896,753
"5497",7897,119
"5498",7898,2
"5499",7899,558
"5500",7900,31
"5501",7901,15
"5502",7902,912
"5503",7903,6
"5504",7904,8
"5505",7906,52
"5506",7908,34
"5507",7909,250
"5508",7911,17
"5509",7913,357
"5510",7914,281
"5511",7916,9
"5512",7917,1054
"5513",7920,7
"5514",7921,6
"5515",7922,227
"5516",7925,47
"5517",7926,20
"5518",7927,37
"5519",7928,1
"5520",7929,20
"5521",7930,1
"5522",7931,66
"5523",7932,22
"5524",7934,47
"5525",7937,37
"5526",7938,40
"5527",7939,44
"5528",7940,50
"5529",7941,10
"5530",7942,2
"5531",7943,424
"5532",7944,958
"5533",7946,12
"5534",7947,9
"5535",7948,36
"5536",7949,467
"5537",7950,959
"5538",7951,38
"5539",7952,2880
"5540",7954,198
"5541",7955,210
"5542",7956,4
"5543",7957,2262
"5544",7958,77
"5545",7960,788
"5546",7963,255
"5547",7964,16
"5548",7966,176
"5549",7968,57
"5550",7970,467
"5551",7971,51
"5552",7972,24
"5553",7973,148
"5554",7974,16
"5555",7975,23
"5556",7976,54
"5557",7977,4
"5558",7978,2
"5559",7979,552
"5560",7981,16
"5561",7982,1290
"5562",7983,15
"5563",7987,293
"5564",7988,60
"5565",7990,26
"5566",7991,10
"5567",7992,13
"5568",7994,22
"5569",7995,1
"5570",7997,234
"5571",7998,5
"5572",8001,23
"5573",8005,193
"5574",8006,4
"5575",8009,2441
"5576",8010,145
"5577",8011,6
"5578",8012,196
"5579",8013,55
"5580",8015,2
"5581",8017,25
"5582",8018,24
"5583",8021,256
"5584",8023,27
"5585",8025,228
"5586",8026,167
"5587",8027,40
"5588",8028,3072
"5589",8029,23
"5590",8033,11
"5591",8034,197
"5592",8035,110
"5593",8036,43
"5594",8037,3588
"5595",8038,210
"5596",8039,246
"5597",8040,2
"5598",8041,203
"5599",8042,91
"5600",8043,229
"5601",8047,14
"5602",8049,1262
"5603",8050,75
"5604",8051,49
"5605",8053,163
"5606",8054,78
"5607",8055,2
"5608",8058,1726
"5609",8059,160
"5610",8060,20
"5611",8061,177
"5612",8063,21
"5613",8064,14
"5614",8067,16
"5615",8069,54
"5616",8070,83
"5617",8071,2
"5618",8072,1398
"5619",8073,2
"5620",8074,39
"5621",8077,79
"5622",8078,130
"5623",8079,762
"5624",8080,10
"5625",8081,25
"5626",8082,226
"5627",8083,46
"5628",8084,19
"5629",8087,6
"5630",8089,364
"5631",8090,4
"5632",8092,122
"5633",8093,353
"5634",8095,670
"5635",8096,89
"5636",8097,4
"5637",8099,7
"5638",8101,41
"5639",8102,366
"5640",8104,216
"5641",8107,167
"5642",8110,6
"5643",8112,24
"5644",8114,1
"5645",8115,830
"5646",8116,59
"5647",8119,216
"5648",8121,175
"5649",8123,69
"5650",8124,175
"5651",8125,5
"5652",8127,28
"5653",8128,6478
"5654",8130,137
"5655",8131,29
"5656",8132,159
"5657",8135,3
"5658",8136,2
"5659",8137,6
"5660",8138,18
"5661",8139,43
"5662",8140,599
"5663",8143,48
"5664",8144,2
"5665",8145,28
"5666",8146,46
"5667",8147,87
"5668",8148,20
"5669",8149,22
"5670",8151,1364
"5671",8152,34
"5672",8154,1
"5673",8155,100
"5674",8156,11
"5675",8158,4
"5676",8160,79
"5677",8161,2
"5678",8162,387
"5679",8163,51
"5680",8164,866
"5681",8165,1333
"5682",8166,88
"5683",8171,522
"5684",8172,74
"5685",8173,2
"5686",8174,7
"5687",8175,135
"5688",8176,52
"5689",8177,3
"5690",8178,10
"5691",8181,140
"5692",8182,45
"5693",8184,3
"5694",8185,48
"5695",8186,983
"5696",8187,22
"5697",8189,12
"5698",8190,158
"5699",8191,910
"5700",8192,52
"5701",8193,72
"5702",8195,70
"5703",8196,2
"5704",8197,108
"5705",8198,26
"5706",8199,15
"5707",8200,573
"5708",8201,496
"5709",8204,171
"5710",8206,418
"5711",8208,6
"5712",8209,8
"5713",8210,104
"5714",8211,1132
"5715",8212,103
"5716",8215,26
"5717",8216,3
"5718",8217,9
"5719",8218,137
"5720",8220,2
"5721",8221,4
"5722",8225,1316
"5723",8228,3
"5724",8229,9
"5725",8230,92
"5726",8232,3
"5727",8233,88
"5728",8234,7
"5729",8235,20
"5730",8236,460
"5731",8238,77
"5732",8240,123
"5733",8242,26
"5734",8243,225
"5735",8244,66
"5736",8245,115
"5737",8246,199
"5738",8247,1495
"5739",8248,27
"5740",8250,195
"5741",8252,15
"5742",8253,49
"5743",8255,26
"5744",8256,162
"5745",8257,282
"5746",8260,264
"5747",8263,360
"5748",8264,229
"5749",8265,1
"5750",8266,412
"5751",8267,63
"5752",8268,183
"5753",8269,33
"5754",8270,6
"5755",8271,131
"5756",8272,6
"5757",8274,4
"5758",8277,179
"5759",8278,25
"5760",8280,101
"5761",8281,31
"5762",8282,325
"5763",8283,118
"5764",8284,2
"5765",8285,659
"5766",8288,1
"5767",8289,75
"5768",8290,160
"5769",8292,71
"5770",8293,23
"5771",8295,127
"5772",8296,218
"5773",8297,224
"5774",8298,23
"5775",8299,6
"5776",8300,3
"5777",8302,2
"5778",8304,9
"5779",8305,102
"5780",8306,387
"5781",8307,159
"5782",8308,279
"5783",8309,213
"5784",8310,2
"5785",8313,382
"5786",8314,2
"5787",8315,2
"5788",8316,2
"5789",8317,20
"5790",8318,1580
"5791",8319,14
"5792",8320,55
"5793",8321,13
"5794",8322,1637
"5795",8323,505
"5796",8326,300
"5797",8327,155
"5798",8329,47
"5799",8331,50
"5800",8332,331
"5801",8333,4
"5802",8336,71
"5803",8338,66
"5804",8339,52
"5805",8340,9
"5806",8341,290
"5807",8342,486
"5808",8343,1281
"5809",8344,620
"5810",8347,6
"5811",8348,16
"5812",8349,38
"5813",8350,288
"5814",8351,570
"5815",8353,105
"5816",8354,5
"5817",8355,426
"5818",8359,4
"5819",8360,464
"5820",8361,309
"5821",8362,49
"5822",8363,377
"5823",8365,15
"5824",8366,26
"5825",8367,793
"5826",8368,528
"5827",8369,1681
"5828",8371,41
"5829",8372,94
"5830",8374,10
"5831",8375,5
"5832",8376,16
"5833",8377,171
"5834",8378,177
"5835",8379,3
"5836",8380,91
"5837",8381,180
"5838",8382,93
"5839",8384,2
"5840",8385,164
"5841",8388,482
"5842",8389,1
"5843",8390,14
"5844",8391,291
"5845",8393,198
"5846",8395,44
"5847",8396,778
"5848",8398,74
"5849",8399,7
"5850",8400,52
"5851",8402,59
"5852",8403,18
"5853",8404,35
"5854",8405,64
"5855",8406,89
"5856",8407,6
"5857",8408,79
"5858",8409,135
"5859",8410,476
"5860",8411,108
"5861",8412,534
"5862",8413,128
"5863",8414,67
"5864",8415,114
"5865",8416,69
"5866",8417,69
"5867",8418,2
"5868",8419,8
"5869",8421,66
"5870",8423,342
"5871",8424,14
"5872",8425,12
"5873",8427,9
"5874",8428,329
"5875",8430,1
"5876",8431,19
"5877",8432,15
"5878",8433,46
"5879",8436,15
"5880",8438,6
"5881",8439,3
"5882",8440,1614
"5883",8442,160
"5884",8443,84
"5885",8444,1993
"5886",8445,2
"5887",8446,136
"5888",8447,93
"5889",8448,468
"5890",8449,239
"5891",8450,32
"5892",8452,4
"5893",8453,2
"5894",8454,42
"5895",8456,365
"5896",8457,43
"5897",8458,682
"5898",8459,30
"5899",8460,26
"5900",8461,56
"5901",8465,1776
"5902",8466,100
"5903",8467,23
"5904",8468,211
"5905",8469,17
"5906",8471,4
"5907",8474,10
"5908",8475,439
"5909",8476,47
"5910",8477,676
"5911",8478,11
"5912",8479,14
"5913",8481,2
"5914",8482,15
"5915",8483,1834
"5916",8486,6
"5917",8487,71
"5918",8491,509
"5919",8492,31
"5920",8493,61
"5921",8494,1
"5922",8496,14
"5923",8497,1202
"5924",8498,266
"5925",8499,53
"5926",8500,48
"5927",8501,3
"5928",8504,6
"5929",8505,302
"5930",8508,283
"5931",8509,3
"5932",8510,53
"5933",8511,149
"5934",8514,37
"5935",8515,38
"5936",8516,16
"5937",8517,33
"5938",8518,39
"5939",8519,6
"5940",8522,11
"5941",8524,5
"5942",8525,319
"5943",8526,17
"5944",8528,233
"5945",8530,56
"5946",8531,45
"5947",8532,92
"5948",8533,29
"5949",8535,964
"5950",8537,9
"5951",8538,99
"5952",8539,307
"5953",8540,22
"5954",8544,20
"5955",8545,7
"5956",8549,15
"5957",8551,10
"5958",8552,2
"5959",8553,8
"5960",8555,477
"5961",8556,1
"5962",8557,45
"5963",8558,416
"5964",8559,5
"5965",8560,120
"5966",8563,24
"5967",8565,407
"5968",8568,117
"5969",8569,63
"5970",8570,5
"5971",8571,36
"5972",8572,79
"5973",8573,462
"5974",8575,1000
"5975",8576,11
"5976",8577,2
"5977",8578,10
"5978",8579,106
"5979",8580,4335
"5980",8582,20
"5981",8583,9
"5982",8584,31
"5983",8585,20
"5984",8590,148
"5985",8591,10
"5986",8592,260
"5987",8595,12
"5988",8597,39
"5989",8598,4
"5990",8599,5
"5991",8600,132
"5992",8601,2
"5993",8603,16
"5994",8604,202
"5995",8606,8
"5996",8607,29
"5997",8608,3
"5998",8609,665
"5999",8611,223
"6000",8613,32
"6001",8615,1469
"6002",8616,24
"6003",8618,1038
"6004",8619,8
"6005",8621,25
"6006",8622,2
"6007",8623,425
"6008",8624,111
"6009",8625,2941
"6010",8627,1039
"6011",8628,97
"6012",8629,41
"6013",8631,82
"6014",8633,443
"6015",8634,14
"6016",8635,6
"6017",8636,24
"6018",8638,21
"6019",8642,2
"6020",8643,3
"6021",8644,7
"6022",8645,2156
"6023",8647,1745
"6024",8649,18
"6025",8650,145
"6026",8652,2
"6027",8654,9
"6028",8655,273
"6029",8656,5
"6030",8658,181
"6031",8659,62
"6032",8660,541
"6033",8664,41
"6034",8665,34
"6035",8667,118
"6036",8668,885
"6037",8669,10
"6038",8670,129
"6039",8671,71
"6040",8672,63
"6041",8674,56
"6042",8677,10
"6043",8680,209
"6044",8681,3022
"6045",8682,10
"6046",8683,41
"6047",8685,452
"6048",8688,2
"6049",8689,414
"6050",8690,54
"6051",8691,12
"6052",8692,2
"6053",8693,318
"6054",8695,41
"6055",8698,128
"6056",8699,529
"6057",8700,16
"6058",8702,2
"6059",8703,716
"6060",8706,13
"6061",8707,151
"6062",8709,4
"6063",8711,374
"6064",8713,30
"6065",8714,10
"6066",8715,117
"6067",8717,20
"6068",8718,677
"6069",8723,40
"6070",8725,393
"6071",8727,3
"6072",8730,57
"6073",8732,7
"6074",8733,41
"6075",8737,17
"6076",8738,639
"6077",8739,43
"6078",8741,2
"6079",8743,20
"6080",8744,9
"6081",8745,49
"6082",8747,116
"6083",8748,2
"6084",8750,229
"6085",8753,325
"6086",8754,57
"6087",8756,156
"6088",8757,10
"6089",8759,83
"6090",8761,776
"6091",8763,356
"6092",8764,303
"6093",8766,69
"6094",8767,36
"6095",8768,2
"6096",8769,75
"6097",8770,55
"6098",8771,68
"6099",8773,5
"6100",8774,3
"6101",8775,3
"6102",8777,3
"6103",8778,2124
"6104",8779,623
"6105",8780,129
"6106",8781,227
"6107",8782,51
"6108",8783,1753
"6109",8784,772
"6110",8788,5
"6111",8791,67
"6112",8792,75
"6113",8793,14
"6114",8795,5
"6115",8797,651
"6116",8798,133
"6117",8799,17
"6118",8801,121
"6119",8802,9
"6120",8803,29
"6121",8804,79
"6122",8805,53
"6123",8806,2
"6124",8807,798
"6125",8808,10
"6126",8810,511
"6127",8811,364
"6128",8812,50
"6129",8813,26
"6130",8814,362
"6131",8815,1238
"6132",8816,28
"6133",8817,119
"6134",8819,7
"6135",8820,6
"6136",8821,4
"6137",8822,31
"6138",8823,65
"6139",8824,4
"6140",8825,614
"6141",8826,432
"6142",8829,683
"6143",8832,4
"6144",8833,114
"6145",8835,1929
"6146",8837,567
"6147",8838,49
"6148",8839,960
"6149",8841,4632
"6150",8843,45
"6151",8846,2
"6152",8847,15
"6153",8849,69
"6154",8850,31
"6155",8851,45
"6156",8852,319
"6157",8853,2933
"6158",8854,20
"6159",8855,12
"6160",8856,13
"6161",8857,127
"6162",8858,1396
"6163",8859,2367
"6164",8860,27
"6165",8861,12
"6166",8864,7
"6167",8865,2
"6168",8867,2
"6169",8868,2
"6170",8869,651
"6171",8870,43
"6172",8871,2535
"6173",8874,2
"6174",8875,28
"6175",8876,30
"6176",8877,3
"6177",8878,40
"6178",8879,97
"6179",8880,110
"6180",8883,365
"6181",8885,838
"6182",8886,207
"6183",8887,50
"6184",8888,59
"6185",8889,19
"6186",8890,23
"6187",8891,162
"6188",8893,47
"6189",8894,27
"6190",8895,83
"6191",8896,22
"6192",8900,21
"6193",8901,456
"6194",8903,205
"6195",8904,187
"6196",8906,406
"6197",8907,246
"6198",8910,102
"6199",8911,4
"6200",8912,114
"6201",8913,126
"6202",8914,319
"6203",8915,50
"6204",8917,19
"6205",8918,60
"6206",8919,714
"6207",8920,75
"6208",8921,32
"6209",8922,739
"6210",8923,9
"6211",8924,4
"6212",8925,6
"6213",8927,954
"6214",8929,282
"6215",8930,855
"6216",8931,306
"6217",8934,46
"6218",8936,10
"6219",8937,375
"6220",8941,2
"6221",8942,18
"6222",8943,329
"6223",8945,103
"6224",8946,2
"6225",8947,24
"6226",8950,413
"6227",8951,34
"6228",8953,4
"6229",8955,51
"6230",8957,200
"6231",8958,283
"6232",8959,111
"6233",8960,6
"6234",8961,84
"6235",8962,65
"6236",8963,38
"6237",8964,106
"6238",8965,9
"6239",8967,149
"6240",8968,284
"6241",8969,25
"6242",8970,4
"6243",8972,4
"6244",8973,583
"6245",8974,893
"6246",8976,5
"6247",8977,4
"6248",8978,933
"6249",8981,23
"6250",8984,116
"6251",8985,13
"6252",8986,93
"6253",8987,10
"6254",8988,146
"6255",8989,1381
"6256",8991,13
"6257",8992,105
"6258",8993,4
"6259",8994,10
"6260",8995,4
"6261",8998,6
"6262",9000,223
"6263",9001,2
"6264",9003,29
"6265",9004,57
"6266",9008,37
"6267",9010,2
"6268",9011,92
"6269",9012,67
"6270",9014,215
"6271",9016,1
"6272",9017,2
"6273",9018,276
"6274",9019,36
"6275",9023,27
"6276",9028,1
"6277",9029,589
"6278",9033,2
"6279",9034,179
"6280",9037,6
"6281",9038,13
"6282",9039,186
"6283",9041,8
"6284",9042,1059
"6285",9043,6
"6286",9045,196
"6287",9046,80
"6288",9047,479
"6289",9048,11
"6290",9049,7
"6291",9051,30
"6292",9053,27
"6293",9054,238
"6294",9055,236
"6295",9056,14
"6296",9057,1
"6297",9058,13
"6298",9060,11
"6299",9061,15
"6300",9063,63
"6301",9065,216
"6302",9068,71
"6303",9069,407
"6304",9070,2
"6305",9071,12
"6306",9072,1
"6307",9074,16
"6308",9075,4
"6309",9077,28
"6310",9078,21
"6311",9080,370
"6312",9082,5
"6313",9083,2
"6314",9084,343
"6315",9086,5
"6316",9088,160
"6317",9090,12
"6318",9091,129
"6319",9092,134
"6320",9095,741
"6321",9098,41
"6322",9101,340
"6323",9102,31
"6324",9103,482
"6325",9104,301
"6326",9105,119
"6327",9106,209
"6328",9107,174
"6329",9109,10
"6330",9111,33
"6331",9112,201
"6332",9113,153
"6333",9114,723
"6334",9116,6
"6335",9117,1
"6336",9118,13
"6337",9124,301
"6338",9126,40
"6339",9127,21
"6340",9129,7
"6341",9130,5771
"6342",9134,2
"6343",9135,87
"6344",9136,51
"6345",9137,413
"6346",9139,335
"6347",9140,77
"6348",9141,2
"6349",9144,2
"6350",9145,35
"6351",9146,2098
